Month,Payment,Principal Paid,Interest Paid,Balance,Rate
1,3494.8981502750685,1333.9452766714985,2160.95287360357,670666.0547233284,3.8899999999999997
2,3494.8981502750685,1338.2348494078874,2156.663300867181,669327.8198739205,3.8899999999999997
3,3494.8981502750685,1342.5382161391144,2152.359934135954,667985.2816577815,3.8899999999999997
4,3494.8981502750685,1346.855421222579,2148.0427290524894,666638.4262365588,3.8899999999999997
5,3494.8981502750685,1351.1865091583227,2143.711641116746,665287.2397274005,3.8899999999999997
6,3494.8981502750685,1355.5315245894835,2139.366625685585,663931.708202811,3.8899999999999997
7,3494.8981502750685,1359.8905123027603,2135.007637972308,662571.8176905082,3.8899999999999997
8,3494.8981502750685,1364.2635172288715,2130.634633046197,661207.5541732793,3.8899999999999997
9,3494.8981502750685,1368.6505844430208,2126.2475658320477,659838.9035888363,3.8899999999999997
10,3494.8981502750685,1373.0517591653588,2121.8463911097097,658465.851829671,3.8899999999999997
11,3494.8981502750685,1377.4670867614527,2117.4310635136158,657088.3847429095,3.8899999999999997
12,3494.8981502750685,1381.8966127427493,2113.001537532319,655706.4881301667,3.8899999999999997
13,3494.8981502750685,1386.3403827670495,2108.557767508019,654320.1477473996,3.8899999999999997
14,3494.8981502750685,1390.798442638974,2104.0997076360945,652929.3493047607,3.8899999999999997
15,3494.8981502750685,1395.2708383104382,2099.6273119646303,651534.0784664502,3.8899999999999997
16,3494.8981502750685,1399.7576158811257,2095.1405343939427,650134.320850569,3.8899999999999997
17,3494.8981502750685,1404.2588215989636,2090.639328676105,648730.0620289701,3.8899999999999997
18,3494.8981502750685,1408.7745018605965,2086.123648414472,647321.2875271095,3.8899999999999997
19,3494.8981502750685,1413.3047032118693,2081.593447063199,645907.9828238976,3.8899999999999997
20,3494.8981502750685,1417.8494723483022,2077.0486779267662,644490.1333515493,3.8899999999999997
21,3494.8981502750685,1422.4088561155768,2072.4892941594917,643067.7244954337,3.8899999999999997
22,3494.8981502750685,1426.9829015100145,2067.915248765054,641640.7415939238,3.8899999999999997
23,3494.8981502750685,1431.5716556790635,2063.326494596005,640209.1699382447,3.8899999999999997
24,3494.8981502750685,1436.1751659217853,2058.722984353283,638772.9947723229,3.8899999999999997
25,3494.8981502750685,1440.79347968934,2054.1046705857284,637332.2012926335,3.8899999999999997
26,3494.8981502750685,1445.4266445854773,2049.471505689591,635886.7746480481,3.8899999999999997
27,3494.8981502750685,1450.0747083670249,2044.8234419080436,634436.6999396811,3.8899999999999997
28,3494.8981502750685,1454.7377189443844,2040.160431330684,632981.9622207367,3.8899999999999997
29,3494.8981502750685,1459.415724382022,2035.4824258930464,631522.5464963546,3.8899999999999997
30,3494.8981502750685,1464.1087728989648,2030.7893773761036,630058.4377234557,3.8899999999999997
31,3494.8981502750685,1468.8169128692984,2026.08123740577,628589.6208105864,3.8899999999999997
32,3494.8981502750685,1473.5401928226652,2021.3579574524033,627116.0806177637,3.8899999999999997
33,3494.8981502750685,1478.2786614447643,2016.6194888303041,625637.8019563189,3.8899999999999997
34,3494.8981502750685,1483.0323675778534,2011.865782697215,624154.769588741,3.8899999999999997
35,3494.8981502750685,1487.8013602212532,2007.0967900538153,622666.9682285198,3.8899999999999997
36,3494.8981502750685,1492.5856885318503,2002.3124617432181,621174.3825399879,3.8899999999999997
